feature,gain,split
sl_agg_max_trade_notional_30s,11.713249255682996,0.0
ret_vol_ratio__ret_5__rv_3,11.69857780797032,0.0
htf_regime_trend_strength_15m_delta_6,11.670274073143647,0.0
breakout_up_dist_20,11.576166824114713,0.0
relative_volume_3,11.50316664987471,0.0
sl_post_jump_followthrough_ratio,11.484751478213541,0.0
price_location_product__range_pos_3__close_z_3,11.464414965996083,0.0
htf_rv_15m_delta_1,11.45583226694969,0.0
range_pos_5_delta_3,11.450541433334077,0.0
ret_vol_ratio__ret_10__rv_5,11.446243391165902,0.0
context_ret_product__clv_1__ret_15,11.410302386846016,0.0
context_relative_volume_product__down_ratio_5__relative_volume_10,11.375145159948334,0.0
price_location_product__range_pos_5__close_z_3,11.369651237014695,0.0
ret_vol_product__ret_15__rv_3,11.365307729421412,0.0
range_pos_3_mean_gap_24,11.323876672308383,0.0
sl_mirror_close_z_60s,11.222578711487142,0.0
sl_rv_30s_lag10s,11.175173019049277,0.0
volume_state_product__volume_z_10__relative_volume_20,11.143049754417037,0.0
close_z_10_delta_3,11.067858120722466,0.0
volume_z_3_mean_gap_6,11.034363958935181,0.0
ret_vol_ratio__ret_15__rv_30,11.020155374101716,0.0
legal_prev_relative_trade_count_5,11.005444723369003,0.0
htf_efficiency_15m_delta_1,10.999467873180075,0.0
sl_agg_signed_large_notional_5s,10.947642706322664,0.0
htf_ret_15m_1_delta_1,10.841330904750214,0.0
sl_agg_interarrival_cv_300s,10.828920004435027,0.0
sl_post_jump_pullback_ratio,10.76445107744205,0.0
context_ret_product__up_ratio_5__ret_15,10.762149085248787,0.0
sl_max_abs_return_120s,10.748917915091395,0.0
ret_15_delta_3,10.697670037324373,0.0
prev_bar_taker_buy_volume,10.691920430196467,0.0
clv_x_volume_1,10.622394946741618,0.0
sl_range_10s,10.596862093183397,0.0
lower_wick_ratio_1,10.583495375587713,0.0
sl_return_120s,10.440603767423152,0.0
context_relative_volume_product__max_down_ret_5__relative_volume_20,10.332359113247215,0.0
htf_rv_15m,10.301806538910053,0.0
ret_range_pos_product__ret_15__range_pos_10,10.255940263150224,0.0
context_ret_product__max_up_ret_5__ret_10,10.210516010609032,0.0
ret_10_lag2,10.19246218572684,0.0
sl_rv_300s,10.184830456967365,0.0
signed_volume_1_lag1,10.178647299438214,0.0
close_z_10_mean_gap_24,10.170646264220851,0.0
close_z_term_ratio__close_z_3__close_z_10,10.100970081044077,0.0
volume_state_product__volume_z_5__relative_volume_20,10.0728124844923,0.0
sl_agg_mean_interarrival_ms_30s,10.024902944809718,0.0
relative_volume_3_rolling_z_12,10.00709279745901,0.0
ret_vol_ratio__ret_10__rv_30,9.98543981570977,0.0
sl_taker_buy_count_60s,9.95337656019694,0.0
volume_z_5_rolling_z_12,9.930859568715741,0.0
ret_vol_ratio__ret_3__rv_5,9.918324701430578,0.0
